job started at Mon Apr 6 16:13:15 EDT 2020
0	A	1	2	429	1	1	426
1	D	2	2	7	2	1	504
2	C	3	2	478	3	1	417
3	D	4	2	3	4	1	508
4	C	1	2	351	1	1	288
5	C	2	2	384	2	1	511
6	C	3	2	813	3	1	850
7	C	4	2	844	4	1	819
8	C	1	2	366	1	1	273
9	C	2	2	623	2	1	528
10	D	3	2	693	3	1	842
11	A	4	2	113	4	1	118
12	C	1	2	629	1	1	522
13	A	2	2	353	2	1	358
14	B	3	2	118	3	1	105
15	B	4	2	363	4	1	372
16	A	1	2	662	1	1	657
17	D	2	2	779	2	1	756
18	B	3	2	663	3	1	648
19	B	4	2	649	4	1	662
20	B	1	2	630	1	1	617
21	D	2	2	629	2	1	906
22	C	3	2	1005	3	1	914
23	C	4	2	884	4	1	779
24	C	1	2	174	1	1	209
25	D	2	2	92	2	1	419
26	A	3	2	830	3	1	825
27	D	4	2	33	4	1	478
28	B	1	2	619	1	1	628
29	A	2	2	942	2	1	937
30	A	3	2	4	3	1	3
31	A	4	2	792	4	1	799
32	D	1	2	327	1	1	184
33	B	2	2	561	2	1	558
34	A	3	2	941	3	1	938
35	C	4	2	557	4	1	594
36	D	1	2	804	1	1	731
37	D	2	2	778	2	1	757
38	A	3	2	628	3	1	627
39	C	4	2	567	4	1	584
40	D	1	2	400	1	1	111
41	D	2	2	310	2	1	201
42	A	3	2	689	3	1	694
43	D	4	2	632	4	1	903
44	D	1	2	485	1	1	26
45	C	2	2	843	2	1	820
46	C	3	2	335	3	1	304
47	C	4	2	750	4	1	657
48	A	1	2	456	1	1	463
49	C	2	2	185	2	1	198
50	A	3	2	938	3	1	941
51	C	4	2	807	4	1	856
52	B	1	2	734	1	1	705
53	D	2	2	892	2	1	643
54	B	3	2	110	3	1	113
55	B	4	2	530	4	1	525
56	D	1	2	506	1	1	5
57	B	2	2	520	2	1	535
58	A	3	2	830	3	1	825
59	D	4	2	981	4	1	554
60	C	1	2	666	1	1	741
61	D	2	2	866	2	1	669
62	C	3	2	996	3	1	923
63	B	4	2	380	4	1	355
64	A	1	2	949	1	1	946
65	C	2	2	700	2	1	707
66	A	3	2	886	3	1	881
67	C	4	2	487	4	1	408
68	C	1	2	701	1	1	706
69	A	2	2	309	2	1	306
70	D	3	2	712	3	1	823
71	D	4	2	1020	4	1	515
72	D	1	2	321	1	1	190
73	D	2	2	47	2	1	464
Total producer execution time using time(2) = 25.000000
Total consumer execution time using time(2) = 29.000000
job ended at Mon Apr 6 16:13:26 EDT 2020
